GENE	EVENT	LENGTH	Huvec1_1	Huvec1_1-Q	Huvec2_1	Huvec2_1-Q	HepG2_1_1	HepG2_1_1-Q	HepG2_2_1	HepG2_2_1-Q
POLD1	HsaALTD0004915-2/2	30	100.00	Fail	100.00	Fail	100.00	Fail	89.17	Fail
POLD1	HsaALTD0004916-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
POLD1	HsaALTD0004916-2/2	73	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
EIF4B	HsaALTD0002176-1/2	0	64.16	Fail	62.75	Fail	43.38	Pass	29.74	Pass
EIF4B	HsaALTD0002176-2/2	21	35.84	Fail	37.25	Fail	56.62	Pass	70.26	Pass
EIF4B	HsaALTD0002177-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
EIF4B	HsaALTD0002177-2/3	42	94.13	Pass	96.04	Pass	88.77	Pass	88.92	Pass
EIF4B	HsaALTD0002177-3/3	57	5.87	Pass	3.96	Pass	11.23	Pass	11.08	Pass
RPL18	HsaALTD0005519-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
RPL18	HsaALTD0005519-2/3	9	0.02	Pass	0.00	Pass	0.02	Pass	0.02	Pass
RPL18	HsaALTD0005519-3/3	24	99.98	Pass	100.00	Pass	99.98	Pass	99.98	Pass
U2AF2	HsaALTD0006953-1/2	0	87.56	Pass	84.57	Pass	88.87	Pass	87.99	Pass
U2AF2	HsaALTD0006953-2/2	12	12.44	Pass	15.43	Pass	11.13	Pass	12.01	Pass
AHRR	HsaALTD0000218-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
AHRR	HsaALTD0000218-2/2	23	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GPC1	HsaALTD0002847-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GPC1	HsaALTD0002847-2/2	7	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RNF4	HsaALTD0005461-1/2	0	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Pass
RNF4	HsaALTD0005461-2/2	29	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Pass
RNF4	HsaALTD0005462-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
RNF4	HsaALTD0005462-2/2	91	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
CASP8	HsaALTD0001163-1/2	0	NA	Fail	NA	Fail	21.95	Pass	22.22	Pass
CASP8	HsaALTD0001163-2/2	68	NA	Fail	NA	Fail	78.05	Pass	77.78	Pass
LIMCH1	HsaALTD0003595-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
LIMCH1	HsaALTD0003595-2/2	6	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C12orf11	HsaALTD0000805-1/2	0	0.00	Pass	0.00	Pass	3.81	Pass	2.59	Pass
C12orf11	HsaALTD0000805-2/2	3	100.00	Pass	100.00	Pass	96.19	Pass	97.41	Pass
TM7SF3	HsaALTD0006566-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.22	Pass
TM7SF3	HsaALTD0006566-2/3	15	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TM7SF3	HsaALTD0006566-3/3	36	100.00	Pass	100.00	Pass	100.00	Pass	99.78	Pass
TSPAN32	HsaALTD0006849-1/2	0	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
TSPAN32	HsaALTD0006849-2/2	7	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
TSPAN32	HsaALTD0006850-1/2	0	NA	Fail	NA	Fail	50.00	Fail	NA	Fail
TSPAN32	HsaALTD0006850-2/2	47	NA	Fail	NA	Fail	50.00	Fail	NA	Fail
WISP2	HsaALTD0007229-1/2	0	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
WISP2	HsaALTD0007229-2/2	8	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
ST3GAL6	HsaALTD0006242-1/2	0	26.72	Fail	100.00	Fail	NA	Fail	NA	Fail
ST3GAL6	HsaALTD0006242-2/2	8	73.28	Fail	0.00	Fail	NA	Fail	NA	Fail
CDON	HsaALTD0001340-1/2	0	100.00	Fail	100.00	Fail	86.60	Fail	75.19	Pass
CDON	HsaALTD0001340-2/2	69	0.00	Fail	0.00	Fail	13.40	Fail	24.81	Pass
CDON	HsaALTD0001341-1/2	0	16.67	Fail	0.00	Fail	3.23	Pass	2.94	Pass
CDON	HsaALTD0001341-2/2	7	83.33	Fail	100.00	Fail	96.77	Pass	97.06	Pass
SUGP2	HsaALTD0006301-1/2	0	49.15	Pass	40.43	Pass	29.07	Pass	28.57	Pass
SUGP2	HsaALTD0006301-2/2	10	50.85	Pass	59.57	Pass	70.93	Pass	71.43	Pass
SLC12A2	HsaALTD0005942-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
SLC12A2	HsaALTD0005942-2/2	76	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
SNX24	HsaALTD0006126-1/2	0	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
SNX24	HsaALTD0006126-2/2	76	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
CNN2	HsaALTD0001499-1/2	0	100.00	Fail	NA	Fail	0.00	Fail	NA	Fail
CNN2	HsaALTD0001499-2/2	11	0.00	Fail	NA	Fail	100.00	Fail	NA	Fail
CNN2	HsaALTD0001500-1/2	0	0.27	Pass	0.13	Pass	0.00	Pass	0.00	Pass
CNN2	HsaALTD0001500-2/2	13	99.73	Pass	99.87	Pass	100.00	Pass	100.00	Pass
CNN2	HsaALTD0001501-1/3	0	1.42	Pass	0.30	Pass	0.68	Pass	0.52	Pass
CNN2	HsaALTD0001501-2/3	6	0.58	Pass	0.30	Pass	0.08	Pass	0.10	Pass
CNN2	HsaALTD0001501-3/3	33	98.01	Pass	99.40	Pass	99.24	Pass	99.38	Pass
ABCA7	HsaALTD0000022-1/2	0	0.00	Fail	0.00	Fail	0.00	Pass	1.14	Pass
ABCA7	HsaALTD0000022-2/2	5	100.00	Fail	100.00	Fail	100.00	Pass	98.86	Pass
SNCAIP	HsaALTD0006095-1/3	0	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail
SNCAIP	HsaALTD0006095-2/3	15	0.00	Fail	20.47	Fail	NA	Fail	NA	Fail
SNCAIP	HsaALTD0006095-3/3	56	100.00	Fail	79.53	Fail	NA	Fail	NA	Fail
SBNO2	HsaALTD0005677-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SBNO2	HsaALTD0005677-2/2	3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
PMS1	HsaALTD0004895-1/2	0	95.05	Fail	94.44	Fail	76.81	Pass	85.24	Pass
PMS1	HsaALTD0004895-2/2	177	4.95	Fail	5.56	Fail	23.19	Pass	14.76	Pass
PMS1	HsaALTD0004896-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PMS1	HsaALTD0004896-2/2	99	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PMS1	HsaALTD0004897-1/3	0	0.00	Fail	0.00	Fail	0.00	Pass	4.94	Pass
PMS1	HsaALTD0004897-2/3	141	0.00	Fail	0.00	Fail	1.49	Pass	0.00	Pass
PMS1	HsaALTD0004897-3/3	254	100.00	Fail	100.00	Fail	98.51	Pass	95.06	Pass
ANKS1A	HsaALTD0000337-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ANKS1A	HsaALTD0000337-2/2	36	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
AP3D1	HsaALTD0000384-1/3	0	0.00	Pass	0.34	Pass	0.00	Pass	0.00	Pass
AP3D1	HsaALTD0000384-2/3	5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
AP3D1	HsaALTD0000384-3/3	41	100.00	Pass	99.66	Pass	100.00	Pass	100.00	Pass
AP3D1	HsaALTD0000385-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
AP3D1	HsaALTD0000385-2/2	5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ZNF76	HsaALTD0007507-1/2	0	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
ZNF76	HsaALTD0007507-2/2	8	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
ZNF76	HsaALTD0007508-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ZNF76	HsaALTD0007508-2/2	84	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
NTHL1	HsaALTD0004419-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.35	Pass
NTHL1	HsaALTD0004419-2/2	152	100.00	Pass	100.00	Pass	100.00	Pass	99.65	Pass
OAT	HsaALTD0004468-1/2	0	54.69	Fail	100.00	Fail	100.00	Fail	70.71	Fail
OAT	HsaALTD0004468-2/2	228	45.31	Fail	0.00	Fail	0.00	Fail	29.29	Fail
OAT	HsaALTD0004469-1/2	0	0.00	Pass	0.15	Pass	0.00	Pass	0.00	Pass
OAT	HsaALTD0004469-2/2	60	100.00	Pass	99.85	Pass	100.00	Pass	100.00	Pass
WDR3	HsaALTD0007178-1/2	0	90.67	Pass	100.00	Pass	66.39	Pass	81.98	Pass
WDR3	HsaALTD0007178-2/2	142	9.33	Pass	0.00	Pass	33.61	Pass	18.02	Pass
WDR3	HsaALTD0007179-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
WDR3	HsaALTD0007179-2/2	101	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
WDR18	HsaALTD0007171-1/2	0	0.23	Pass	0.29	Pass	0.00	Pass	0.00	Pass
WDR18	HsaALTD0007171-2/2	17	99.77	Pass	99.71	Pass	100.00	Pass	100.00	Pass
TRAM2	HsaALTD0006754-1/2	0	3.26	Pass	2.17	Pass	1.07	Pass	2.00	Pass
TRAM2	HsaALTD0006754-2/2	9	96.74	Pass	97.83	Pass	98.93	Pass	98.00	Pass
TRAM2	HsaALTD0006755-1/2	0	0.20	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TRAM2	HsaALTD0006755-2/2	30	99.80	Pass	100.00	Pass	100.00	Pass	100.00	Pass
NTN1	HsaALTD0004421-1/2	0	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail
NTN1	HsaALTD0004421-2/2	285	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail
DGKA	HsaALTD0001902-1/3	0	82.35	Pass	85.71	Fail	100.00	Fail	100.00	Fail
DGKA	HsaALTD0001902-2/3	57	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail
DGKA	HsaALTD0001902-3/3	132	17.65	Pass	14.29	Fail	0.00	Fail	0.00	Fail
NDUFB4	HsaALTD0004244-1/2	0	95.00	Pass	95.03	Pass	99.82	Pass	99.40	Pass
NDUFB4	HsaALTD0004244-2/2	107	5.00	Pass	4.97	Pass	0.18	Pass	0.60	Pass
NDUFB4	HsaALTD0004245-1/3	0	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail
NDUFB4	HsaALTD0004245-2/3	98	25.00	Fail	33.33	Fail	NA	Fail	NA	Fail
NDUFB4	HsaALTD0004245-3/3	103	75.00	Fail	66.67	Fail	NA	Fail	NA	Fail
ZC3H15	HsaALTD0007306-1/2	0	0.00	Fail	0.00	Fail	13.04	Pass	3.64	Pass
ZC3H15	HsaALTD0007306-2/2	35	100.00	Fail	100.00	Fail	86.96	Pass	96.36	Pass
SNAP91	HsaALTD0006092-1/2	0	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail
SNAP91	HsaALTD0006092-2/2	78	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail
SNAP91	HsaALTD0006093-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SNAP91	HsaALTD0006093-2/2	248	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PRKCQ	HsaALTD0005051-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PRKCQ	HsaALTD0005051-2/2	34	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TLE2	HsaALTD0006547-1/2	0	0.70	Pass	0.00	Pass	0.00	Fail	0.00	Fail
TLE2	HsaALTD0006547-2/2	68	99.30	Pass	100.00	Pass	100.00	Fail	100.00	Fail
FAM107B	HsaALTD0002363-1/3	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FAM107B	HsaALTD0002363-2/3	67	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FAM107B	HsaALTD0002363-3/3	228	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CDC2L5	HsaALTD0001297-1/2	0	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
CDC2L5	HsaALTD0001297-2/2	123	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
MTHFD2	HsaALTD0004073-1/2	0	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
MTHFD2	HsaALTD0004073-2/2	19	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
SLC9A7	HsaALTD0006051-1/2	0	16.67	Fail	0.00	Fail	40.91	Fail	30.00	Fail
SLC9A7	HsaALTD0006051-2/2	16	83.33	Fail	100.00	Fail	59.09	Fail	70.00	Fail
PPP2R5A	HsaALTD0005013-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PPP2R5A	HsaALTD0005013-2/3	5	2.37	Pass	9.06	Pass	2.24	Pass	4.50	Pass
PPP2R5A	HsaALTD0005013-3/3	66	97.63	Pass	90.94	Pass	97.76	Pass	95.50	Pass
KDM4A	HsaALTD0003410-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
KDM4A	HsaALTD0003410-2/2	4	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NFYC	HsaALTD0004303-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
NFYC	HsaALTD0004303-2/2	4	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
CD84	HsaALTD0001286-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CD84	HsaALTD0001286-2/2	18	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZNRD1	HsaALTD0007534-1/3	0	19.09	Pass	8.76	Pass	15.09	Pass	13.04	Pass
ZNRD1	HsaALTD0007534-2/3	9	77.27	Pass	90.51	Pass	75.47	Pass	86.96	Pass
ZNRD1	HsaALTD0007534-3/3	24	3.64	Pass	0.73	Pass	9.43	Pass	0.00	Pass
ATXN3	HsaALTD0000618-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ATXN3	HsaALTD0000618-2/2	55	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
GOLGA5	HsaALTD0002827-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GOLGA5	HsaALTD0002827-2/2	4	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FGFR2	HsaALTD0002554-1/2	0	NA	Fail	NA	Fail	23.08	Pass	60.00	Fail
FGFR2	HsaALTD0002554-2/2	6	NA	Fail	NA	Fail	76.92	Pass	40.00	Fail
LRRC40	HsaALTD0003660-1/2	0	0.00	Pass	1.47	Pass	0.00	Pass	2.50	Pass
LRRC40	HsaALTD0003660-2/2	19	100.00	Pass	98.53	Pass	100.00	Pass	97.50	Pass
ISOC1	HsaALTD0003320-1/2	0	0.00	Pass	0.87	Pass	0.67	Pass	0.00	Pass
ISOC1	HsaALTD0003320-2/2	27	100.00	Pass	99.13	Pass	99.33	Pass	100.00	Pass
TRMT11	HsaALTD0006803-1/3	0	62.50	Fail	81.82	Fail	63.24	Pass	80.00	Pass
TRMT11	HsaALTD0006803-2/3	68	0.00	Fail	0.00	Fail	5.88	Pass	1.67	Pass
TRMT11	HsaALTD0006803-3/3	151	37.50	Fail	18.18	Fail	30.88	Pass	18.33	Pass
TRMT11	HsaALTD0006804-1/2	0	4.07	Pass	0.00	Fail	3.46	Pass	0.63	Pass
TRMT11	HsaALTD0006804-2/2	15	95.93	Pass	100.00	Fail	96.54	Pass	99.37	Pass
ARFGEF1	HsaALTD0000428-1/2	0	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
ARFGEF1	HsaALTD0000428-2/2	18	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail
ARFGEF1	HsaALTD0000429-1/2	0	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass
ARFGEF1	HsaALTD0000429-2/2	14	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass
ZFAT	HsaALTD0007333-1/3	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZFAT	HsaALTD0007333-2/3	22	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZFAT	HsaALTD0007333-3/3	59	NA	Fail	NA	Fail	NA	Fail	NA	Fail
STAG3	HsaALTD0006250-1/3	0	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail
STAG3	HsaALTD0006250-2/3	33	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail
STAG3	HsaALTD0006250-3/3	90	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail
FECH	HsaALTD0002541-1/2	0	90.80	Pass	86.84	Pass	86.67	Pass	92.16	Pass
FECH	HsaALTD0002541-2/2	18	9.20	Pass	13.16	Pass	13.33	Pass	7.84	Pass
MYO9A	HsaALTD0004138-1/2	0	NA	Fail	0.00	Fail	100.00	Fail	NA	Fail
MYO9A	HsaALTD0004138-2/2	28	NA	Fail	100.00	Fail	0.00	Fail	NA	Fail
PFKP	HsaALTD0004690-1/2	0	99.73	Pass	100.00	Pass	100.00	Fail	100.00	Fail
PFKP	HsaALTD0004690-2/2	142	0.27	Pass	0.00	Pass	0.00	Fail	0.00	Fail
PFKP	HsaALTD0004691-1/2	0	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail
PFKP	HsaALTD0004691-2/2	4	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail
SP100	HsaALTD0006144-1/2	0	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail
SP100	HsaALTD0006144-2/2	25	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail
SP100	HsaALTD0006145-1/2	0	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
SP100	HsaALTD0006145-2/2	202	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
KLF6	HsaALTD0003491-1/2	0	0.40	Pass	0.00	Pass	1.47	Pass	0.51	Pass
KLF6	HsaALTD0003491-2/2	154	99.60	Pass	100.00	Pass	98.53	Pass	99.49	Pass
PKM2	HsaALTD0004801-1/2	0	41.51	Pass	29.41	Pass	68.42	Fail	55.17	Pass
PKM2	HsaALTD0004801-2/2	4	58.49	Pass	70.59	Pass	31.58	Fail	44.83	Pass
PKM2	HsaALTD0004802-1/2	0	0.00	Pass	0.07	Pass	0.00	Pass	0.00	Pass
PKM2	HsaALTD0004802-2/2	74	100.00	Pass	99.93	Pass	100.00	Pass	100.00	Pass
PKM2	HsaALTD0004803-1/2	0	0.00	Fail	79.53	Fail	NA	Fail	NA	Fail
PKM2	HsaALTD0004803-2/2	13	100.00	Fail	20.47	Fail	NA	Fail	NA	Fail
PKM2	HsaALTD0004804-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PKM2	HsaALTD0004804-2/2	8	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
PKM2	HsaALTD0004805-1/2	0	0.06	Pass	0.00	Pass	0.00	Pass	0.05	Pass
PKM2	HsaALTD0004805-2/2	72	99.94	Pass	100.00	Pass	100.00	Pass	99.95	Pass
PKM2	HsaALTD0004806-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PKM2	HsaALTD0004806-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
DHX29	HsaALTD0001921-1/2	0	97.66	Pass	83.33	Fail	86.96	Fail	100.00	Fail
DHX29	HsaALTD0001921-2/2	87	2.34	Pass	16.67	Fail	13.04	Fail	0.00	Fail
C16orf68	HsaALTD0000847-1/2	0	0.00	Pass	2.90	Pass	0.59	Pass	1.15	Pass
C16orf68	HsaALTD0000847-2/2	85	100.00	Pass	97.10	Pass	99.41	Pass	98.85	Pass
TP53BP1	HsaALTD0006711-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TP53BP1	HsaALTD0006711-2/2	91	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
TRO	HsaALTD0006813-1/3	0	95.15	Pass	92.59	Pass	96.50	Pass	98.13	Pass
TRO	HsaALTD0006813-2/3	10	4.85	Pass	6.21	Pass	0.86	Pass	1.87	Pass
TRO	HsaALTD0006813-3/3	87	0.00	Pass	1.20	Pass	2.64	Pass	0.00	Pass
SYT1	HsaALTD0006340-1/2	0	0.00	Fail	33.33	Fail	NA	Fail	NA	Fail
SYT1	HsaALTD0006340-2/2	56	100.00	Fail	66.67	Fail	NA	Fail	NA	Fail
IDH3G	HsaALTD0003178-1/2	0	2.82	Pass	4.27	Pass	0.00	Fail	0.00	Pass
IDH3G	HsaALTD0003178-2/2	69	97.18	Pass	95.73	Pass	100.00	Fail	100.00	Pass
PDZD4	HsaALTD0004658-1/2	0	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
PDZD4	HsaALTD0004658-2/2	18	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
PDZD4	HsaALTD0004659-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PDZD4	HsaALTD0004659-2/2	46	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ATP2B3	HsaALTD0000579-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ATP2B3	HsaALTD0000579-2/2	67	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CBFB	HsaALTD0001172-1/2	0	43.38	Pass	44.08	Pass	36.08	Pass	58.71	Pass
CBFB	HsaALTD0001172-2/2	31	56.62	Pass	55.92	Pass	63.92	Pass	41.29	Pass
HYAL2	HsaALTD0003157-1/2	0	2.07	Pass	1.58	Pass	0.00	Fail	0.00	Pass
HYAL2	HsaALTD0003157-2/2	202	97.93	Pass	98.42	Pass	100.00	Fail	100.00	Pass
HYAL2	HsaALTD0003158-1/2	0	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass
HYAL2	HsaALTD0003158-2/2	45	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass
HDAC4	HsaALTD0002979-1/2	0	0.00	Fail	13.93	Fail	3.59	Pass	0.00	Fail
HDAC4	HsaALTD0002979-2/2	15	100.00	Fail	86.07	Fail	96.41	Pass	100.00	Fail
FGFR3	HsaALTD0002555-1/2	0	0.00	Fail	0.00	Fail	0.23	Pass	1.20	Pass
FGFR3	HsaALTD0002555-2/2	12	100.00	Fail	100.00	Fail	99.77	Pass	98.80	Pass
FGFR3	HsaALTD0002556-1/3	0	0.00	Fail	0.00	Fail	0.15	Pass	0.24	Pass
FGFR3	HsaALTD0002556-2/3	15	0.00	Fail	0.00	Fail	0.83	Pass	0.65	Pass
FGFR3	HsaALTD0002556-3/3	54	100.00	Fail	100.00	Fail	99.02	Pass	99.11	Pass
IFI35	HsaALTD0003183-1/2	0	50.24	Pass	52.70	Pass	33.33	Pass	35.42	Pass
IFI35	HsaALTD0003183-2/2	6	49.76	Pass	47.30	Pass	66.67	Pass	64.58	Pass
HEATR6	HsaALTD0003000-1/2	0	NA	Fail	NA	Fail	9.09	Fail	33.33	Fail
HEATR6	HsaALTD0003000-2/2	125	NA	Fail	NA	Fail	90.91	Fail	66.67	Fail
HEATR6	HsaALTD0003001-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
HEATR6	HsaALTD0003001-2/2	1	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
PLEKHH3	HsaALTD0004842-1/2	0	33.33	Fail	66.67	Fail	NA	Fail	16.67	Fail
PLEKHH3	HsaALTD0004842-2/2	25	66.67	Fail	33.33	Fail	NA	Fail	83.33	Fail
PLEKHH3	HsaALTD0004843-1/2	0	NA	Fail	0.00	Fail	NA	Fail	20.00	Fail
PLEKHH3	HsaALTD0004843-2/2	32	NA	Fail	100.00	Fail	NA	Fail	80.00	Fail
PLEKHH3	HsaALTD0004844-1/2	0	49.13	Pass	37.91	Pass	63.20	Fail	38.20	Fail
PLEKHH3	HsaALTD0004844-2/2	9	50.87	Pass	62.09	Pass	36.80	Fail	61.80	Fail
OTUD5	HsaALTD0004514-1/2	0	0.00	Pass	0.40	Pass	0.00	Pass	0.00	Pass
OTUD5	HsaALTD0004514-2/2	18	100.00	Pass	99.60	Pass	100.00	Pass	100.00	Pass
OTUD5	HsaALTD0004515-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
OTUD5	HsaALTD0004515-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
OTUD5	HsaALTD0004516-1/2	0	90.24	Pass	99.29	Pass	95.42	Pass	92.93	Pass
OTUD5	HsaALTD0004516-2/2	15	9.76	Pass	0.71	Pass	4.58	Pass	7.07	Pass
INPP5A	HsaALTD0003269-1/2	0	0.00	Pass	0.00	Pass	3.52	Pass	0.00	Pass
INPP5A	HsaALTD0003269-2/2	51	100.00	Pass	100.00	Pass	96.48	Pass	100.00	Pass
GRIPAP1	HsaALTD0002894-1/2	0	2.95	Pass	0.00	Fail	0.00	Pass	0.00	Pass
GRIPAP1	HsaALTD0002894-2/2	93	97.05	Pass	100.00	Fail	100.00	Pass	100.00	Pass
POLR1A	HsaALTD0004929-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
POLR1A	HsaALTD0004929-2/2	183	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
TTC7A	HsaALTD0006884-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TTC7A	HsaALTD0006884-2/2	24	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
IP6K2	HsaALTD0003295-1/2	0	30.60	Fail	22.43	Fail	52.76	Pass	72.61	Pass
IP6K2	HsaALTD0003295-2/2	74	69.40	Fail	77.57	Fail	47.24	Pass	27.39	Pass
IP6K2	HsaALTD0003296-1/2	0	8.56	Fail	0.00	Fail	33.98	Fail	9.33	Fail
IP6K2	HsaALTD0003296-2/2	8	91.44	Fail	100.00	Fail	66.02	Fail	90.67	Fail
IP6K2	HsaALTD0003297-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
IP6K2	HsaALTD0003297-2/2	99	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
STON1-GTF2A1L	HsaALTD0006279-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
STON1-GTF2A1L	HsaALTD0006279-2/2	47	NA	Fail	NA	Fail	NA	Fail	NA	Fail
KIF2A	HsaALTD0003479-1/2	0	42.86	Fail	63.64	Fail	25.00	Fail	50.00	Fail
KIF2A	HsaALTD0003479-2/2	57	57.14	Fail	36.36	Fail	75.00	Fail	50.00	Fail
RASGRP2	HsaALTD0005310-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RASGRP2	HsaALTD0005310-2/2	27	NA	Fail	NA	Fail	NA	Fail	NA	Fail
IFT80	HsaALTD0003198-1/2	0	100.00	Fail	NA	Fail	0.00	Fail	50.00	Fail
IFT80	HsaALTD0003198-2/2	31	0.00	Fail	NA	Fail	100.00	Fail	50.00	Fail
PITX1	HsaALTD0004795-1/2	0	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
PITX1	HsaALTD0004795-2/2	67	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
