GENE	EVENT	LENGTH	SF3B1_mutated_sample_1_1	SF3B1_mutated_sample_1_1-Q	SF3B1_mutated_sample_2_1	SF3B1_mutated_sample_2_1-Q	SF3B1_mutated_sample_3_1	SF3B1_mutated_sample_3_1-Q	SF3B1_mutated_sample_4_1	SF3B1_mutated_sample_4_1-Q	SF3B1_mutated_sample_5_1	SF3B1_mutated_sample_5_1-Q	SF3B1_mutated_sample_6_1	SF3B1_mutated_sample_6_1-Q	SF3B1_mutated_sample_7_1	SF3B1_mutated_sample_7_1-Q	SF3B1_mutated_sample_8_1	SF3B1_mutated_sample_8_1-Q	SF3B1_wildtype_sample_1_1	SF3B1_wildtype_sample_1_1-Q	SF3B1_wildtype_sample_2_1	SF3B1_wildtype_sample_2_1-Q	SF3B1_wildtype_sample_3_1	SF3B1_wildtype_sample_3_1-Q	SF3B1_wildtype_sample_4_1	SF3B1_wildtype_sample_4_1-Q
SCYL1	HsaALTD0005708-2/2	3	100.00	Pass	100.00	Pass	100.00	Pass	97.33	Pass	100.00	Pass	100.00	Pass	100.00	Pass	98.61	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
SCYL1	HsaALTD0005709-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	3.71	Pass	2.35	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	2.86	Pass
SCYL1	HsaALTD0005709-2/2	95	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	96.29	Pass	97.65	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	97.14	Pass
SCYL1	HsaALTD0005710-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SCYL1	HsaALTD0005710-2/3	40	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SCYL1	HsaALTD0005710-3/3	94	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
APP	HsaALTD0000406-1/2	0	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail
APP	HsaALTD0000406-2/2	260	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail
APP	HsaALTD0000407-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
APP	HsaALTD0000407-2/2	4	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
AKT1	HsaALTD0000238-1/2	0	0.00	Pass	1.58	Pass	0.00	Pass	0.00	Pass	0.66	Pass	0.00	Pass	0.00	Pass	1.05	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
AKT1	HsaALTD0000238-2/2	56	100.00	Pass	98.42	Pass	100.00	Pass	100.00	Pass	99.34	Pass	100.00	Pass	100.00	Pass	98.95	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
AKT1	HsaALTD0000239-1/2	0	39.13	Fail	0.00	Fail	0.00	Fail	0.00	Fail	100.00	Fail	0.00	Fail	33.33	Fail	0.00	Fail	100.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
AKT1	HsaALTD0000239-2/2	25	60.87	Fail	100.00	Fail	100.00	Fail	100.00	Fail	0.00	Fail	100.00	Fail	66.67	Fail	100.00	Fail	0.00	Fail	100.00	Fail	NA	Fail	100.00	Fail
EMP3	HsaALTD0002218-1/3	0	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	100.00	Fail	0.00	Fail	16.67	Fail	NA	Fail
EMP3	HsaALTD0002218-2/3	5	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	0.00	Fail	100.00	Fail	83.33	Fail	NA	Fail
EMP3	HsaALTD0002218-3/3	227	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail
EMP3	HsaALTD0002219-1/3	0	2.29	Pass	0.23	Pass	0.00	Pass	0.34	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.76	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
EMP3	HsaALTD0002219-2/3	44	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
EMP3	HsaALTD0002219-3/3	62	97.71	Pass	99.77	Pass	100.00	Pass	99.66	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.24	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
GEMIN7	HsaALTD0002751-1/2	0	21.73	Pass	39.51	Pass	12.34	Fail	44.07	Fail	18.00	Pass	29.96	Fail	13.25	Fail	25.25	Fail	0.00	Fail	27.67	Fail	29.84	Fail	89.74	Fail
GEMIN7	HsaALTD0002751-2/2	98	78.27	Pass	60.49	Pass	87.66	Fail	55.93	Fail	82.00	Pass	70.04	Fail	86.75	Fail	74.75	Fail	100.00	Fail	72.33	Fail	70.16	Fail	10.26	Fail
ADAMTS10	HsaALTD0000154-1/2	0	NA	Fail	NA	Fail	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail	76.74	Fail	0.00	Fail
ADAMTS10	HsaALTD0000154-2/2	5	NA	Fail	NA	Fail	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail	23.26	Fail	100.00	Fail
RNPEPL1	HsaALTD0005472-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
RNPEPL1	HsaALTD0005472-2/2	16	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
EVI5L	HsaALTD0002319-1/2	0	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail
EVI5L	HsaALTD0002319-2/2	18	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail
SIGLEC12	HsaALTD0005906-1/2	0	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail	4.28	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail
SIGLEC12	HsaALTD0005906-2/2	46	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail	95.72	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail
AC010619.1	HsaALTD0000061-1/2	0	NA	Fail	82.46	Pass	100.00	Fail	100.00	Fail	91.30	Fail	0.00	Fail	NA	Fail	68.42	Pass	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
AC010619.1	HsaALTD0000061-2/2	53	NA	Fail	17.54	Pass	0.00	Fail	0.00	Fail	8.70	Fail	100.00	Fail	NA	Fail	31.58	Pass	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
AC010619.1	HsaALTD0000062-1/3	0	0.00	Pass	0.01	Pass	0.01	Pass	0.02	Pass	0.00	Pass	0.03	Pass	0.01	Pass	0.01	Pass	0.07	Pass	0.06	Pass	0.00	Pass	0.00	Pass
AC010619.1	HsaALTD0000062-2/3	17	0.00	Pass	0.01	Pass	0.00	Pass	0.00	Pass	0.03	Pass	0.01	Pass	0.02	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
AC010619.1	HsaALTD0000062-3/3	43	100.00	Pass	99.98	Pass	99.99	Pass	99.98	Pass	99.97	Pass	99.97	Pass	99.97	Pass	99.99	Pass	99.93	Pass	99.94	Pass	100.00	Pass	100.00	Pass
SPIB	HsaALTD0006173-1/2	0	0.00	Pass	13.45	Pass	0.00	Pass	0.00	Pass	61.82	Fail	0.00	Pass	4.23	Fail	15.74	Pass	23.42	Pass	6.49	Fail	18.09	Pass	49.28	Fail
SPIB	HsaALTD0006173-2/2	4	100.00	Pass	86.55	Pass	100.00	Pass	100.00	Pass	38.18	Fail	100.00	Pass	95.77	Fail	84.26	Pass	76.58	Pass	93.51	Fail	81.91	Pass	50.72	Fail
RPL13A	HsaALTD0005513-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	0.00	Fail	12.19	Fail	100.00	Fail	100.00	Fail	NA	Fail
RPL13A	HsaALTD0005513-2/2	16	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	100.00	Fail	87.81	Fail	0.00	Fail	0.00	Fail	NA	Fail
RPL13A	HsaALTD0005514-1/2	0	94.90	Pass	97.77	Pass	99.31	Pass	98.36	Pass	99.01	Pass	96.97	Pass	97.71	Pass	97.89	Pass	95.80	Pass	99.01	Pass	98.22	Pass	94.71	Pass
RPL13A	HsaALTD0005514-2/2	178	5.10	Pass	2.23	Pass	0.69	Pass	1.64	Pass	0.99	Pass	3.03	Pass	2.29	Pass	2.11	Pass	4.20	Pass	0.99	Pass	1.78	Pass	5.29	Pass
RPL13A	HsaALTD0005515-2/2	10	0.48	Fail	2.86	Pass	1.27	Fail	3.64	Fail	0.39	Fail	0.50	Fail	5.19	Fail	1.24	Fail	0.00	Fail	1.44	Fail	1.73	Fail	0.55	Fail
RPL13A	HsaALTD0005516-1/2	0	0.00	Fail	7.69	Fail	2.64	Fail	0.00	Fail	15.00	Fail	0.00	Fail	0.00	Fail	33.33	Fail	0.00	Fail	39.48	Fail	0.00	Fail	50.00	Fail
RPL13A	HsaALTD0005516-2/2	2	100.00	Fail	92.31	Fail	97.36	Fail	100.00	Fail	85.00	Fail	100.00	Fail	100.00	Fail	66.67	Fail	100.00	Fail	60.52	Fail	100.00	Fail	50.00	Fail
NOSIP	HsaALTD0004357-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NOSIP	HsaALTD0004357-2/2	5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RCN3	HsaALTD0005349-1/2	0	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	33.33	Fail	0.00	Fail	0.00	Fail	NA	Fail	22.22	Fail
RCN3	HsaALTD0005349-2/2	101	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	66.67	Fail	100.00	Fail	100.00	Fail	NA	Fail	77.78	Fail
C1orf222	HsaALTD0000908-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C1orf222	HsaALTD0000908-2/2	47	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
EPHA2	HsaALTD0002256-1/2	0	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
EPHA2	HsaALTD0002256-2/2	48	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
CNKSR1	HsaALTD0001497-1/2	0	0.00	Fail	40.00	Fail	0.00	Pass	10.00	Fail	0.00	Fail	0.00	Fail	100.00	Fail	23.08	Fail	NA	Fail	0.00	Fail	100.00	Fail	NA	Fail
CNKSR1	HsaALTD0001497-2/2	19	100.00	Fail	60.00	Fail	100.00	Pass	90.00	Fail	100.00	Fail	100.00	Fail	0.00	Fail	76.92	Fail	NA	Fail	100.00	Fail	0.00	Fail	NA	Fail
CNKSR1	HsaALTD0001498-1/2	0	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	88.89	Pass	NA	Fail	66.67	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail
CNKSR1	HsaALTD0001498-2/2	21	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	11.11	Pass	NA	Fail	33.33	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail
RPL11	HsaALTD0005509-1/2	0	0.00	Pass	0.00	Pass	0.01	Pass	0.01	Pass	0.01	Pass	0.00	Pass	0.02	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.01	Pass	0.00	Pass
RPL11	HsaALTD0005509-2/2	3	100.00	Pass	100.00	Pass	99.99	Pass	99.99	Pass	99.99	Pass	100.00	Pass	99.98	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.99	Pass	100.00	Pass
KIAA0319L	HsaALTD0003433-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	10.42	Pass	15.62	Pass	0.00	Fail	10.87	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail
KIAA0319L	HsaALTD0003433-2/3	155	100.00	Pass	86.49	Pass	100.00	Pass	100.00	Pass	89.58	Pass	84.38	Pass	100.00	Fail	89.13	Pass	100.00	Fail	96.89	Pass	100.00	Pass	100.00	Fail
KIAA0319L	HsaALTD0003433-3/3	314	0.00	Pass	13.51	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Fail	3.11	Pass	0.00	Pass	0.00	Fail
KIAA0319L	HsaALTD0003434-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	7.27	Pass	0.00	Pass
KIAA0319L	HsaALTD0003434-2/2	4	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	92.73	Pass	100.00	Pass
KIAA0319L	HsaALTD0003435-1/2	0	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
KIAA0319L	HsaALTD0003435-2/2	111	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PLK4	HsaALTD0004850-1/2	0	24.48	Pass	12.74	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	7.95	Pass	8.59	Pass	NA	Fail	0.00	Pass	1.40	Pass	0.00	Fail
PLK4	HsaALTD0004850-2/2	116	75.52	Pass	87.26	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	92.05	Pass	91.41	Pass	NA	Fail	100.00	Pass	98.60	Pass	100.00	Fail
PLK4	HsaALTD0004851-1/2	0	3.57	Pass	2.38	Pass	29.03	Pass	14.12	Pass	27.14	Pass	40.00	Pass	17.39	Fail	18.06	Pass	NA	Fail	22.06	Pass	16.44	Pass	0.00	Fail
PLK4	HsaALTD0004851-2/2	102	96.43	Pass	97.62	Pass	70.97	Pass	85.88	Pass	72.86	Pass	60.00	Pass	82.61	Fail	81.94	Pass	NA	Fail	77.94	Pass	83.56	Pass	100.00	Fail
SYTL1	HsaALTD0006344-1/2	0	94.66	Pass	97.35	Pass	100.00	Pass	97.38	Pass	98.56	Pass	97.99	Pass	100.00	Pass	100.00	Pass	100.00	Fail	93.00	Pass	95.70	Pass	100.00	Pass
SYTL1	HsaALTD0006344-2/2	217	5.34	Pass	2.65	Pass	0.00	Pass	2.62	Pass	1.44	Pass	2.01	Pass	0.00	Pass	0.00	Pass	0.00	Fail	7.00	Pass	4.30	Pass	0.00	Pass
NBPF3	HsaALTD0004186-1/2	0	37.50	Fail	0.00	Fail	NA	Fail	NA	Fail	27.27	Pass	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	28.57	Fail	0.00	Fail	80.00	Fail
NBPF3	HsaALTD0004186-2/2	111	62.50	Fail	100.00	Fail	NA	Fail	NA	Fail	72.73	Pass	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	71.43	Fail	100.00	Fail	20.00	Fail
HSPG2	HsaALTD0003139-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail
HSPG2	HsaALTD0003139-2/2	3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail
HSPG2	HsaALTD0003140-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	12.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail
HSPG2	HsaALTD0003140-2/2	3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	88.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail
HSPG2	HsaALTD0003141-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail
HSPG2	HsaALTD0003141-2/2	18	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail
HSPG2	HsaALTD0003142-1/3	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail
HSPG2	HsaALTD0003142-2/3	33	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail
HSPG2	HsaALTD0003142-3/3	69	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail
HSPG2	HsaALTD0003143-1/2	0	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail
HSPG2	HsaALTD0003143-2/2	111	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail
ITGB3BP	HsaALTD0003345-1/3	0	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	100.00	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail
ITGB3BP	HsaALTD0003345-2/3	42	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail
ITGB3BP	HsaALTD0003345-3/3	64	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	0.00	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail
BCL10	HsaALTD0000678-1/2	0	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail
BCL10	HsaALTD0000678-2/2	496	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
CYR61	HsaALTD0001779-1/2	0	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
CYR61	HsaALTD0001779-2/2	39	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
RPS8	HsaALTD0005598-1/3	0	0.03	Pass	0.00	Pass	0.04	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.14	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
RPS8	HsaALTD0005598-2/3	33	0.00	Pass	0.02	Pass	0.01	Pass	0.02	Pass	0.01	Pass	0.01	Pass	0.00	Pass	0.01	Pass	0.01	Pass	0.02	Pass	0.05	Pass	0.03	Pass
RPS8	HsaALTD0005598-3/3	35	99.97	Pass	99.98	Pass	99.95	Pass	99.98	Pass	99.99	Pass	99.99	Pass	100.00	Pass	99.86	Pass	99.99	Pass	99.98	Pass	99.95	Pass	99.97	Pass
RPS8	HsaALTD0005599-1/2	0	0.00	Fail	1.23	Pass	1.49	Pass	12.07	Fail	0.00	Pass	0.00	Fail	12.82	Fail	12.07	Fail	0.00	Pass	1.84	Pass	0.00	Pass	0.00	Fail
RPS8	HsaALTD0005599-2/2	65	100.00	Fail	98.77	Pass	98.51	Pass	87.93	Fail	100.00	Pass	100.00	Fail	87.18	Fail	87.93	Fail	100.00	Pass	98.16	Pass	100.00	Pass	100.00	Fail
KIF2C	HsaALTD0003480-1/2	0	82.26	Pass	100.00	Pass	100.00	Pass	98.02	Pass	100.00	Pass	98.90	Pass	96.43	Pass	98.31	Pass	100.00	Fail	100.00	Pass	100.00	Pass	87.50	Pass
KIF2C	HsaALTD0003480-2/2	40	17.74	Pass	0.00	Pass	0.00	Pass	1.98	Pass	0.00	Pass	1.10	Pass	3.57	Pass	1.69	Pass	0.00	Fail	0.00	Pass	0.00	Pass	12.50	Pass
PTPRF	HsaALTD0005170-1/2	0	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail
PTPRF	HsaALTD0005170-2/2	6	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail
PTPRF	HsaALTD0005171-1/2	0	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail
PTPRF	HsaALTD0005171-2/2	90	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail
PTPRF	HsaALTD0005172-1/2	0	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
PTPRF	HsaALTD0005172-2/2	26	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
MTF2	HsaALTD0004069-1/2	0	100.00	Pass	100.00	Pass	100.00	Pass	96.77	Pass	100.00	Pass	98.61	Pass	90.63	Pass	93.33	Pass	NA	Fail	95.12	Pass	98.01	Pass	97.59	Pass
MTF2	HsaALTD0004069-2/2	4	0.00	Pass	0.00	Pass	0.00	Pass	3.23	Pass	0.00	Pass	1.39	Pass	9.38	Pass	6.67	Pass	NA	Fail	4.88	Pass	1.99	Pass	2.41	Pass
C1orf162	HsaALTD0000900-1/2	0	76.70	Pass	92.31	Pass	84.21	Pass	81.03	Pass	86.89	Pass	90.59	Pass	87.31	Pass	85.29	Pass	100.00	Pass	78.12	Pass	83.08	Pass	86.05	Pass
C1orf162	HsaALTD0000900-2/2	211	23.30	Pass	7.69	Pass	15.79	Pass	18.97	Pass	13.11	Pass	9.41	Pass	12.69	Pass	14.71	Pass	0.00	Pass	21.88	Pass	16.92	Pass	13.95	Pass
CELSR2	HsaALTD0001355-1/2	0	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
CELSR2	HsaALTD0001355-2/2	85	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
ITGA10	HsaALTD0003326-1/2	0	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ITGA10	HsaALTD0003326-2/2	35	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GPR161	HsaALTD0002863-1/2	0	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GPR161	HsaALTD0002863-2/2	247	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ALDH9A1	HsaALTD0000258-1/2	0	100.00	Pass	97.14	Pass	89.91	Pass	98.10	Pass	94.12	Pass	100.00	Pass	97.96	Pass	96.77	Pass	100.00	Fail	98.29	Pass	94.00	Pass	99.02	Pass
ALDH9A1	HsaALTD0000258-2/2	128	0.00	Pass	2.86	Pass	10.09	Pass	1.90	Pass	5.88	Pass	0.00	Pass	2.04	Pass	3.23	Pass	0.00	Fail	1.71	Pass	6.00	Pass	0.98	Pass
